,side,teamname,team kpm,dragons,barons,towers,dpm,vspm,earned gpm,wcpm,cspm,xpat15,goldat15,result
447,Red,GRP Esports,0.5445,3.0,2.0,10.0,2788.2887,7.2861,1281.9101,1.2446,29.6629,27635.0,23984.0,1
448,Blue,A One Man Army,0.4555,2.0,0.0,8.0,2027.603,7.9393,1229.5445,1.4317,35.0434,30162.0,25864.0,1
449,Red,ZennIT,0.1302,2.0,0.0,1.0,1394.5445,6.8655,878.9479,1.1714,32.3753,29764.0,23097.0,0
450,Blue,Gamespace Mediterranean College Esports,0.598,4.0,2.0,11.0,2963.289,6.8771,1305.0166,0.8306,32.2591,30222.0,24701.0,1
451,Red,Wild Panthers Esports,0.1993,0.0,0.0,2.0,1962.691,5.7475,971.2957,0.897,32.1927,28981.0,23145.0,0
452,Blue,Forsaken,0.3419,1.0,2.0,4.0,2271.6524,7.0655,1112.9345,1.0256,30.6268,30693.0,24975.0,0
453,Red,Zero Tenacity,0.3419,4.0,0.0,8.0,2506.8661,8.8034,1176.5242,1.2536,33.2764,30643.0,24157.0,1
454,Blue,SNOOZE Esports,0.3409,2.0,0.0,3.0,1590.3099,6.7872,977.6653,0.8678,31.6426,30875.0,24076.0,0
455,Red,Myth Esports,0.4029,3.0,1.0,8.0,2068.6983,8.1508,1202.7893,1.2707,32.0455,30174.0,24842.0,1
456,Blue,WLGaming Esports,0.1129,1.0,0.0,3.0,1361.7555,6.094,967.0345,0.79,32.5392,28785.0,23006.0,0
457,Red,Anorthosis Famagusta Esports,0.6771,3.0,1.0,8.0,2123.5862,6.2445,1356.8652,0.9404,35.2476,31730.0,26351.0,1
458,Blue,Orbit Anonymo Esports,0.4628,3.0,0.0,10.0,2450.5455,7.6364,1298.1488,1.2562,35.2397,30700.0,25319.0,1
459,Red,Back2TheGame,0.2314,2.0,1.0,2.0,1841.2231,6.281,1038.6777,0.9587,30.876,28550.0,23006.0,0
460,Blue,Dynasty,0.4025,1.0,1.0,8.0,1921.0465,7.7281,1137.4508,1.2612,30.2415,30101.0,26175.0,0
461,Red,mCon esports,0.4562,4.0,1.0,10.0,2680.5188,7.7013,1285.3578,1.3417,33.1932,29222.0,23253.0,1
462,Blue,Movistar R7,0.3014,4.0,1.0,11.0,1567.1421,9.6434,1296.1929,1.5972,37.1873,30165.0,23722.0,1
463,Red,INFINITY,0.1205,1.0,0.0,3.0,1256.0522,7.6846,984.1085,1.326,35.0176,29526.0,23634.0,0
464,Blue,INFINITY,0.1352,0.0,0.0,4.0,2137.6225,7.1662,989.5437,1.2507,31.9099,29720.0,24632.0,0
465,Red,Movistar R7,0.3718,4.0,1.0,10.0,2412.2028,8.4507,1269.9718,1.2169,36.338,30382.0,24889.0,1
466,Blue,Estral Esports,0.2062,3.0,1.0,9.0,2303.9404,9.0263,1171.4777,1.8786,34.5475,30336.0,24496.0,1
467,Red,Leviatan,0.1833,4.0,2.0,7.0,2060.8247,9.4845,1063.803,1.4433,30.63,29726.0,23678.0,0
468,Blue,Estral Esports,0.4517,1.0,1.0,11.0,2409.4856,7.6035,1355.872,1.2798,35.9097,28545.0,23308.0,1
469,Red,Leviatan,0.1882,2.0,0.0,2.0,1928.7704,7.6035,874.4793,0.9034,31.0163,30008.0,23081.0,0
470,Blue,FearX,0.1246,0.0,1.0,3.0,1710.8411,10.0,1059.6573,1.9626,34.4237,30899.0,24933.0,0
471,Red,Hanwha Life Esports,0.4673,4.0,0.0,7.0,2574.2368,10.3115,1210.0,2.5234,36.0748,30640.0,24762.0,1
472,Blue,Hanwha Life Esports,0.9353,2.0,0.0,9.0,2925.1286,8.6516,1548.1216,2.1512,37.7864,31956.0,27609.0,1
473,Red,FearX,0.1403,1.0,0.0,0.0,1855.5573,7.6695,875.3546,1.0756,31.6134,29123.0,23683.0,0
474,Blue,Ninjas in Pyjamas,0.2563,3.0,1.0,8.0,2886.4721,11.1285,1137.0951,1.9651,32.54324401913876,29876.795454545456,25044.644736842107,1
475,Red,LGD Gaming,0.2777,3.0,1.0,4.0,2617.9779,10.445,1110.0534,2.7341,32.54324401913876,29876.795454545456,25044.644736842107,0
476,Blue,LGD Gaming,0.1832,0.0,0.0,3.0,2269.2519,7.2977,1120.3053,1.2519,32.54324401913876,29876.795454545456,25044.644736842107,0
477,Red,Ninjas in Pyjamas,0.7023,4.0,1.0,11.0,3922.6565,8.8244,1450.9008,1.6794,32.54324401913876,29876.795454545456,25044.644736842107,1
478,Blue,KT Rolster,0.5931,4.0,1.0,8.0,2626.7298,10.799,1324.9918,2.1499,34.1516,31358.0,26483.0,1
479,Red,Kwangdong Freecs,0.3213,2.0,1.0,2.0,1867.3394,8.8715,1055.6343,1.5074,31.6804,30240.0,24939.0,0
480,Blue,Ultra Prime,0.0822,2.0,1.0,4.0,1014.8219,9.2603,1042.4932,2.5753,32.54324401913876,29876.795454545456,25044.644736842107,0
481,Red,Invictus Gaming,0.4658,4.0,1.0,9.0,1870.5753,10.7123,1387.3151,2.137,32.54324401913876,29876.795454545456,25044.644736842107,1
482,Blue,KT Rolster,0.3514,1.0,0.0,1.0,1616.869,9.0735,993.2268,1.7252,31.1182,30195.0,24435.0,0
483,Red,Kwangdong Freecs,0.7348,4.0,1.0,9.0,2374.6326,9.4249,1372.6837,2.3003,34.4409,32307.0,24588.0,1
484,Blue,Invictus Gaming,0.5472,3.0,1.0,8.0,2108.9485,9.0773,1270.8798,1.8348,32.54324401913876,29876.795454545456,25044.644736842107,1
485,Red,Ultra Prime,0.2253,2.0,0.0,4.0,2159.3884,10.3326,1005.7403,1.7704,32.54324401913876,29876.795454545456,25044.644736842107,0
486,Blue,KT Rolster,0.2887,1.0,0.0,2.0,1710.8662,10.2791,1113.6092,2.6853,35.2839,30505.0,25553.0,0
487,Red,Kwangdong Freecs,0.6352,4.0,2.0,11.0,2490.3176,9.9038,1494.6583,2.8008,37.2762,31363.0,27868.0,1
488,Blue,GRP Esports,0.8142,2.0,2.0,9.0,3098.4551,7.2025,1311.1065,0.9081,27.9019,29135.0,25475.0,1
489,Red,Back2TheGame,0.3445,2.0,0.0,2.0,2147.4739,6.4823,897.6827,1.2526,27.2756,28404.0,22292.0,0
490,Blue,Ramboot Club,0.3856,2.0,1.0,8.0,2224.7558,8.5347,1211.2853,1.6195,33.9589,29213.0,25260.0,1
491,Red,BarÃ§a eSports,0.3085,3.0,1.0,7.0,1696.7866,8.329,1070.6684,1.6195,30.6684,28880.0,25077.0,0
492,Blue,Berlin International Gaming,0.3282,2.0,0.0,0.0,1930.5361,8.3042,1010.547,1.5427,32.5602,30315.0,24328.0,0
493,Red,Austrian Force willhaben,0.4595,2.0,2.0,9.0,2484.0263,9.6827,1328.14,1.8381,34.5295,31014.0,24729.0,1
494,Blue,NORD Esports,0.7322,4.0,1.0,11.0,3198.8075,7.9289,1271.4226,1.2343,30.9205,32513.0,29405.0,1
495,Red,Nativz,0.3975,3.0,1.0,8.0,2117.636,10.1255,1137.1548,2.0502,31.2552,30061.0,24575.0,0
496,Blue,BK ROG Esports,0.6667,1.0,1.0,10.0,2930.0351,8.5965,1435.8596,1.614,34.7368,32259.0,27966.0,1
497,Red,Team du Sud,0.1754,3.0,0.0,0.0,1913.8947,7.9298,938.386,1.9298,33.6491,29127.0,23471.0,0
498,Blue,Team Mythic,0.3671,2.0,0.0,5.0,2129.0559,8.1556,1012.4213,1.2063,29.8689,32092.0,26945.0,0
499,Red,Wild Panthers Esports,0.4983,4.0,1.0,8.0,2191.285,7.3951,1147.6836,1.1538,29.5542,29099.0,23147.0,1
500,Blue,Orbit Anonymo Esports,0.5391,3.0,0.0,9.0,1939.6617,7.7696,1316.2262,1.0465,34.2812,30586.0,25958.0,1
501,Red,Forsaken,0.3805,2.0,1.0,4.0,1778.0233,7.1353,1084.3446,0.7611,31.0148,31512.0,27516.0,0
502,Blue,MOUZ NXT,0.4062,2.0,0.0,4.0,1918.9265,8.1818,1013.472,1.7118,32.089,27978.0,25022.0,0
503,Red,FC Schalke 04 Esports,0.4642,2.0,1.0,8.0,2555.8607,9.8936,1235.2224,1.9149,33.1625,28743.0,24957.0,1
504,Blue,Los Heretics,0.6662,1.0,1.0,11.0,2588.619,7.5781,1464.941,1.499,34.6842,29243.0,26887.0,1
505,Red,ZETA,0.2915,1.0,0.0,1.0,2198.0569,7.8279,885.7599,1.2075,29.2713,28517.0,23690.0,0
506,Blue,Gentle Mates,0.4206,4.0,1.0,9.0,1762.8042,7.4211,1211.0866,1.322,32.0581,30738.0,23686.0,1
507,Red,GameWard,0.2103,1.0,1.0,6.0,1487.5013,8.3225,1116.8953,1.6525,32.2984,30588.0,25072.0,0
508,Blue,Lionscreed,0.8197,3.0,1.0,11.0,2525.4508,6.0656,1590.9016,0.9016,38.5246,32562.0,28922.0,1
509,Red,DMG Esports,0.2049,0.0,0.0,0.0,1706.4754,4.8361,793.1557,0.6148,26.9262,26551.0,21881.0,0
510,Blue,Zerolag Esports,0.2622,0.0,0.0,0.0,1561.985,5.206,842.0974,0.5993,27.6404,27464.0,23524.0,0
511,Red,Team Refuse,0.9363,3.0,1.0,10.0,3045.618,8.2772,1532.397,1.3858,35.206,31674.0,28479.0,1
512,Blue,GIANTX Pride,0.3073,0.0,0.0,1.0,1455.6722,8.0282,923.7388,1.4597,30.6146,29463.0,24271.0,0
513,Red,Guasones,0.7298,4.0,1.0,8.0,2155.621,9.2574,1342.8169,1.8054,33.3419,30551.0,26565.0,1
514,Blue,SK Gaming Prime,0.3033,2.0,1.0,3.0,2434.1955,9.1744,1139.7725,1.6933,33.6394,29167.0,24276.0,0
515,Red,Unicorns of Love Sexy Edition,0.556,4.0,2.0,10.0,2487.8517,9.048,1307.4642,1.3142,32.2746,29756.0,26014.0,1
516,Blue,Karmine Corp Blue,0.6513,2.0,1.0,10.0,2121.9443,9.0609,1355.4507,1.7555,32.3643,32103.0,28367.0,1
517,Red,Vitality.Bee,0.3964,3.0,0.0,4.0,2666.8145,9.5989,1114.2048,1.529,32.0245,31758.0,26232.0,0
518,Blue,Venomcrest Esports,0.6383,3.0,0.0,8.0,1840.776,9.1615,1277.0088,2.0651,34.1677,30205.0,26666.0,1
519,Red,Lundqvist Lightside,0.1126,1.0,0.0,2.0,1125.3191,7.7722,891.7772,1.6145,32.6658,29297.0,22860.0,0
520,Blue,Team ESCA Gaming,0.1134,0.0,0.0,1.0,1558.5633,5.7089,843.2514,1.0964,29.7921,28511.0,22014.0,0
521,Red,Zero Tenacity,0.5671,4.0,1.0,11.0,2939.4329,8.0151,1491.758,1.2476,37.4669,30742.0,26083.0,1
522,Blue,Gamespace Mediterranean College Esports,0.3144,3.0,1.0,5.0,2932.994,6.3997,1089.6108,1.4596,31.5494,28972.0,24233.0,0
523,Red,Anorthosis Famagusta Esports,0.6512,4.0,2.0,11.0,3209.5509,9.4536,1364.9551,1.5943,32.3802,30012.0,24918.0,1
524,Blue,Movistar KOI,0.7183,1.0,1.0,9.0,2677.3099,6.6338,1439.6197,0.9718,34.0141,29561.0,26143.0,1
525,Red,Rebels Gaming,0.2535,2.0,0.0,2.0,1681.3944,6.9718,902.662,0.8451,29.9155,28304.0,22525.0,0
526,Blue,Verdant,0.4627,2.0,1.0,3.0,3001.9968,7.2078,1096.5341,0.9497,28.5877,28101.0,24438.0,0
527,Red,Ruddy Esports,0.5844,4.0,2.0,9.0,2825.7224,6.8425,1243.0519,1.0471,28.8799,28542.0,23592.0,1
528,Blue,E WIE EINFACH E-SPORTS,0.6163,3.0,2.0,10.0,2765.3595,9.0308,1374.3725,1.5543,34.435,30294.0,24919.0,1
529,Red,Eintracht Spandau,0.1876,2.0,0.0,3.0,1823.1532,8.7628,990.6029,1.5007,32.72,30401.0,24531.0,0
530,Blue,Solary,0.2542,4.0,0.0,5.0,2120.2881,8.4153,1047.1525,1.4492,32.7458,29274.0,26059.0,0
531,Red,Team GO,0.2797,2.0,3.0,10.0,1737.1271,8.4661,1244.2627,1.3729,32.4915,27481.0,22172.0,1
532,Blue,UCAM Esports,0.1647,0.0,0.0,3.0,1372.2942,8.1668,923.0187,1.1196,30.3952,28993.0,23565.0,0
533,Red,Case Esports,0.7245,3.0,1.0,10.0,2627.2887,8.9572,1335.5104,2.0746,33.0955,30898.0,26724.0,1
534,Blue,Team Phantasma,0.0654,3.0,0.0,3.0,1435.5507,7.4591,899.4766,1.1778,33.2388,30079.0,23475.0,0
535,Red,WLGaming Esports,0.458,2.0,2.0,9.0,2249.8037,7.6881,1334.5911,1.3413,35.2017,31024.0,25244.0,1
536,Blue,Eintracht Frankfurt,0.4815,1.0,2.0,10.0,2393.6116,8.3467,1381.2199,1.4446,36.244,33251.0,25560.0,1
537,Red,NNO Prime,0.2247,2.0,0.0,2.0,2413.0979,8.6035,1155.6019,1.1878,35.5377,30315.0,26252.0,0
538,Blue,Aegis,0.1426,0.0,0.0,0.0,1843.4581,6.9162,879.5009,1.426,33.8324,29824.0,24390.0,0
539,Red,Team BDS Academy,0.4991,4.0,1.0,9.0,2327.9501,10.8734,1318.9661,1.8895,36.8271,31004.0,25054.0,1
540,Blue,Leviatan,0.1224,0.0,0.0,1.0,1639.7042,8.2611,850.7394,1.7134,30.6272,29803.0,23763.0,0
541,Red,Six Karma,0.3672,4.0,1.0,10.0,1795.1045,10.0051,1152.9118,1.591,32.463,31340.0,25519.0,1
542,Blue,Leviatan,0.5178,3.0,1.0,9.0,2461.401,11.6954,1267.8274,1.9188,32.7716,30074.0,24854.0,1
543,Red,Six Karma,0.1523,1.0,0.0,4.0,1700.5584,9.533,935.6041,2.7411,32.5888,30089.0,24380.0,0
544,Blue,Leviatan,0.4513,3.0,2.0,11.0,2664.3711,10.7062,1310.1713,2.6076,33.8237,30006.0,24044.0,1
545,Red,Six Karma,0.2758,4.0,0.0,1.0,1921.9557,9.8537,973.5646,1.705,32.3193,29432.0,24269.0,0
546,Blue,INFINITY,0.0883,2.0,0.0,3.0,1637.0461,9.3621,999.3916,2.3553,35.7409,30430.0,25514.0,0
547,Red,All Knights,0.265,3.0,1.0,9.0,2103.6212,10.3042,1230.5888,2.2669,36.8597,29606.0,23471.0,1
548,Blue,Dplus KIA,0.5777,2.0,1.0,8.0,2158.5751,8.7035,1326.5083,1.3864,38.7035,32527.0,27575.0,1
549,Red,Nongshim RedForce,0.1155,1.0,0.0,3.0,1218.8318,6.8549,932.6573,1.3864,33.3504,29499.0,23279.0,0
550,Blue,Nongshim RedForce,0.0384,1.0,0.0,2.0,1520.9481,8.3792,931.7104,1.4222,33.7092,29290.0,24192.0,0
551,Red,Dplus KIA,0.6534,2.0,1.0,8.0,2350.2242,9.3017,1463.4465,1.8065,38.5522,31135.0,25963.0,1
552,Blue,PSG Talon,0.4511,3.0,1.0,9.0,1829.7422,10.9882,1330.4726,2.8034,37.2503,32186.0,26801.0,1
553,Red,J Team,0.1611,1.0,0.0,1.0,1538.5714,8.5392,901.7078,1.4178,31.7401,27770.0,21570.0,0
554,Blue,Weibo Gaming,0.2671,3.0,1.0,8.0,2161.4426,9.6171,1073.0276,2.2707,32.54324401913876,29876.795454545456,25044.644736842107,1
555,Red,Rare Atom,0.2671,3.0,1.0,5.0,2431.2556,10.6589,1053.8736,1.8433,32.54324401913876,29876.795454545456,25044.644736842107,0
556,Blue,Rainbow Warriors,0.4138,3.0,0.0,4.0,1534.0265,8.9443,1146.2387,1.6233,32.435,28166.0,24594.0,0
557,Red,Team Whales,0.6684,2.0,2.0,9.0,2361.1671,9.1353,1425.9947,1.4005,32.626,32069.0,29988.0,1
558,Blue,PSG Talon,0.8472,2.0,1.0,9.0,2551.1168,11.8999,1533.6585,2.8883,35.199,32053.0,29582.0,1
559,Red,J Team,0.2311,1.0,0.0,0.0,1284.4159,8.0873,897.5738,1.656,30.7317,27113.0,22985.0,0
560,Blue,Rare Atom,0.0963,0.0,1.0,1.0,1651.2193,8.5027,964.7166,2.1497,32.54324401913876,29876.795454545456,25044.644736842107,0
561,Red,Weibo Gaming,0.4171,4.0,0.0,9.0,1678.4599,10.9091,1282.4599,2.1497,32.54324401913876,29876.795454545456,25044.644736842107,1
562,Blue,OKSavingsBank BRION,0.2208,2.0,0.0,1.0,1747.5079,9.5584,1093.4069,2.2713,36.6246,31252.0,25036.0,0
563,Red,Gen.G,0.5047,3.0,2.0,11.0,2639.0852,11.1041,1586.53,2.1767,40.2839,33495.0,28163.0,1
564,Blue,Rainbow Warriors,0.4206,0.0,0.0,2.0,1819.2056,8.8318,1031.4603,1.472,30.8061,27789.0,26038.0,0
565,Red,Team Whales,0.9112,3.0,1.0,9.0,2497.7103,9.3925,1402.3248,1.5771,31.1565,27934.0,27720.0,1
566,Blue,LNG Esports,0.0959,1.0,0.0,3.0,1331.29,8.7953,996.6525,1.7271,32.54324401913876,29876.795454545456,25044.644736842107,0
567,Red,ThunderTalk Gaming,0.2559,4.0,1.0,7.0,1686.1087,8.0277,1158.5821,1.5672,32.54324401913876,29876.795454545456,25044.644736842107,1
568,Blue,Frank Esports,0.5968,1.0,1.0,10.0,2526.4248,9.3739,1386.0737,2.5278,35.986,29164.0,24254.0,1
569,Red,HELL PIGS,0.2458,3.0,0.0,2.0,1953.5635,7.8291,934.1954,1.1586,30.3335,29959.0,24589.0,0
570,Blue,OKSavingsBank BRION,0.2897,1.0,0.0,1.0,1800.9777,7.5679,958.0084,1.5208,30.7785,29694.0,25961.0,0
571,Red,Gen.G,0.869,2.0,1.0,11.0,3405.0091,10.2836,1547.2903,2.245,35.0151,30073.0,28043.0,1
572,Blue,CERBERUS Esports,0.3477,3.0,0.0,3.0,1746.5437,9.4204,1011.9073,1.6122,31.2961,29378.0,25635.0,0
573,Red,Team Secret,0.3477,2.0,1.0,11.0,2163.4457,8.8514,1338.2086,2.5922,35.3425,28880.0,25149.0,1
574,Blue,Frank Esports,0.6529,4.0,1.0,11.0,2727.6496,7.9652,1382.4483,1.6975,35.5169,31532.0,26224.0,1
575,Red,HELL PIGS,0.0653,1.0,0.0,2.0,1848.9989,7.704,886.877,1.6322,32.6115,28902.0,23415.0,0
576,Blue,ThunderTalk Gaming,0.134,1.0,1.0,5.0,1465.4424,8.1233,1068.2038,1.7694,32.54324401913876,29876.795454545456,25044.644736842107,0
577,Red,LNG Esports,0.1877,4.0,1.0,10.0,1790.5094,9.7855,1226.9973,1.9571,32.54324401913876,29876.795454545456,25044.644736842107,1
578,Blue,Team Secret,0.5553,5.0,2.0,10.0,2616.2548,10.1579,1435.264,2.319,35.3729,30337.0,25386.0,1
579,Red,CERBERUS Esports,0.3919,0.0,0.0,2.0,2005.0191,9.7659,1077.0278,2.123,33.2825,30051.0,25364.0,0
580,Blue,LNG Esports,0.5943,3.0,1.0,7.0,2650.914,9.3471,1212.5619,1.6479,32.54324401913876,29876.795454545456,25044.644736842107,0
581,Red,ThunderTalk Gaming,0.4052,3.0,1.0,7.0,3122.2422,7.8073,1248.4647,1.891,32.54324401913876,29876.795454545456,25044.644736842107,1
582,Blue,FUT Esports,0.6067,4.0,1.0,10.0,1871.5875,8.5541,1390.7381,1.1527,35.3994,30296.0,26486.0,1
583,Red,NASR eSports Turkey,0.2427,1.0,0.0,0.0,1745.0961,7.8868,978.1092,1.6077,33.7614,28949.0,22871.0,0
584,Blue,Venomcrest Esports,0.7474,2.0,1.0,8.0,2062.2561,6.5606,1406.3253,1.2872,34.7128,30624.0,27639.0,1
585,Red,DMG Esports,0.1661,1.0,0.0,3.0,1198.9204,5.5225,925.4533,0.7889,31.1834,28658.0,23040.0,0
586,Blue,Berlin International Gaming,0.87,3.0,1.0,7.0,3149.2911,7.4758,1331.1815,0.9345,28.131,28898.0,26721.0,1
587,Red,MOUZ NXT,0.3545,2.0,0.0,2.0,2652.1482,6.2513,915.1772,0.9667,26.3265,28257.0,24060.0,0
588,Blue,Guasones,0.3424,3.0,0.0,7.0,1943.9658,7.6462,1129.9857,1.4265,33.4094,30101.0,22901.0,1
589,Red,Case Esports,0.3138,2.0,1.0,7.0,1830.8987,7.9886,1133.923,1.5407,32.525,30055.0,24688.0,0
590,Blue,GameWard,0.1432,2.0,1.0,3.0,1846.1384,9.1933,1004.0764,2.463,32.105,30678.0,24424.0,0
591,Red,Team BDS Academy,0.3437,3.0,0.0,10.0,2638.1671,11.8282,1234.9403,2.4344,35.3699,30521.0,24660.0,1
592,Blue,Dark Passage,0.5746,2.0,1.0,8.0,2597.1472,8.377,1240.4032,1.3911,30.8165,29625.0,25626.0,1
593,Red,BeÅŸiktaÅŸ Esports,0.2419,3.0,0.0,4.0,2570.5343,6.623,999.375,1.2097,31.9657,29416.0,25524.0,0
594,Blue,Nativz,0.4427,4.0,2.0,11.0,2524.6335,8.8834,1370.0836,1.5347,35.2386,29588.0,23929.0,1
595,Red,Lundqvist Lightside,0.059,1.0,0.0,2.0,2365.0271,6.6404,923.758,1.0034,32.0512,30896.0,25538.0,0
596,Blue,ZETA,0.4376,3.0,1.0,8.0,2139.5989,10.2279,1208.6144,2.1057,33.5005,30214.0,24186.0,1
597,Red,Rebels Gaming,0.3282,3.0,1.0,3.0,2289.5989,8.7238,1106.1714,2.2425,33.6372,29771.0,24725.0,0
598,Blue,Dynasty,0.3894,0.0,0.0,4.0,2972.6093,5.9195,1067.2263,1.4799,29.5716,28449.0,23680.0,0
599,Red,A One Man Army,0.9347,6.0,2.0,11.0,3181.0904,10.3851,1555.5604,1.6876,30.5842,32272.0,30104.0,1
600,Blue,Unicorns of Love Sexy Edition,0.1924,1.0,0.0,0.0,1821.3214,7.5433,1002.7197,1.3085,34.1373,29371.0,24978.0,0
601,Red,Austrian Force willhaben,0.6158,3.0,1.0,9.0,2366.6325,9.3521,1460.9365,1.501,38.1398,31432.0,25846.0,1
602,Blue,Gentle Mates,0.8523,5.0,1.0,10.0,3313.6932,7.7273,1358.3523,1.6761,30.1989,29351.0,24746.0,1
603,Red,BK ROG Esports,0.3409,0.0,1.0,3.0,3420.9091,7.9261,1111.7898,1.5057,30.3409,28728.0,22973.0,0
604,Blue,Misa Esports,0.3939,2.0,0.0,2.0,1928.1515,8.2424,1165.0,1.3939,34.1515,28536.0,26231.0,0
605,Red,Papara SuperMassive,0.7879,3.0,1.0,9.0,2548.3333,9.303,1444.8788,1.9394,35.1818,31322.0,28490.0,1
606,Blue,Lionscreed,0.8383,2.0,2.0,11.0,3826.2874,7.6048,1416.6766,1.0479,31.6168,30306.0,25091.0,1
607,Red,Ruddy Esports,0.3892,1.0,0.0,4.0,2894.6707,5.3293,1141.5868,0.9581,31.7066,29515.0,24536.0,0
608,Blue,NNO Prime,0.232,3.0,0.0,3.0,2676.2113,9.1495,991.3918,1.701,32.3454,29934.0,23423.0,0
609,Red,FC Schalke 04 Esports,0.4124,2.0,2.0,9.0,2840.0258,7.8866,1246.4948,1.7526,32.6546,29819.0,25376.0,1
610,Blue,Los Heretics,0.6989,3.0,0.0,7.0,2366.3133,8.9109,1262.6209,1.7822,33.4071,29555.0,27611.0,1
611,Red,Ramboot Club,0.2446,1.0,1.0,5.0,1523.5178,7.2335,1069.4118,1.0134,32.5335,28158.0,24425.0,0
612,Blue,SNOOZE Esports,0.4288,2.0,0.0,2.0,2243.4303,6.0949,1000.3675,1.0107,29.5253,29309.0,23355.0,0
613,Red,Team 7AM,0.6432,3.0,1.0,11.0,2338.1011,7.3201,1348.0551,0.9801,32.5574,30298.0,26224.0,1
614,Blue,BWE Esports,0.3686,2.0,0.0,2.0,2559.3006,6.465,982.6843,1.1342,29.1777,27068.0,25196.0,0
615,Red,Keypulse Esports,0.794,3.0,1.0,8.0,2461.6446,7.5142,1306.2193,0.9074,29.518,27742.0,25227.0,1
616,Blue,Galakticos,0.3927,1.0,0.0,2.0,2137.8962,6.7882,1042.6367,0.8696,30.3787,28956.0,24183.0,0
617,Red,BoostGate Esports,0.533,4.0,2.0,11.0,2894.3338,7.3212,1302.2721,1.3184,30.7994,30989.0,27029.0,1
618,Blue,Movistar KOI,0.7717,0.0,1.0,10.0,2448.7717,9.6463,1384.09,1.6206,31.3312,30050.0,27080.0,1
619,Red,UCAM Esports,0.3859,2.0,0.0,1.0,2224.3987,6.6367,956.7974,1.4662,30.0965,28880.0,23693.0,0
620,Blue,NORD Esports,0.4105,0.0,1.0,3.0,1984.4526,6.9158,1053.0947,0.9789,29.7474,28865.0,25700.0,0
621,Red,Verdant,0.5368,4.0,0.0,7.0,2753.3368,8.4947,1184.1158,1.1684,31.2947,29520.0,25280.0,1
622,Blue,mCon esports,0.6766,3.0,1.0,8.0,2572.4346,7.2578,1313.757,1.1379,30.3229,28666.0,27086.0,1
623,Red,Myth Esports,0.5228,2.0,0.0,4.0,2732.0144,8.2727,1092.3936,1.5684,29.7078,28088.0,22833.0,0
624,Blue,Odivelas Sports Club,0.1912,2.0,0.0,3.0,2043.2499,7.046,909.695,0.9012,29.7679,28593.0,23732.0,0
625,Red,Hurricane of Feathers,0.4643,3.0,1.0,7.0,2250.2048,7.6468,1127.6286,1.2836,31.5976,27874.0,24103.0,1
626,Blue,E WIE EINFACH E-SPORTS,0.5479,1.0,0.0,3.0,1534.4031,5.636,1107.2798,0.6262,31.82,29120.0,25324.0,0
627,Red,SK Gaming Prime,0.9393,2.0,1.0,10.0,2974.6771,7.2798,1587.7495,0.9785,35.4207,30424.0,28706.0,1
628,Blue,Team du Sud,0.3679,0.0,0.0,2.0,1645.7191,6.99,1003.8796,1.0033,30.4348,27555.0,24603.0,0
629,Red,Team GO,0.6355,4.0,1.0,11.0,2361.0368,8.1605,1432.3746,1.4716,35.0836,31588.0,29320.0,1
630,Blue,BarÃ§a eSports,0.4141,2.0,0.0,4.0,1976.4571,8.2132,1015.2377,1.5414,27.9525,28657.0,23960.0,0
631,Red,GIANTX Pride,0.4831,4.0,2.0,9.0,2476.4954,8.6503,1195.8129,1.6334,30.023,29158.0,25792.0,1
632,Blue,Once Upon A Team,0.5607,2.0,2.0,11.0,2093.2977,6.8358,1402.4299,1.7089,33.0307,28710.0,23345.0,1
633,Red,ZennIT,0.3738,3.0,1.0,8.0,2014.0454,8.6248,1212.3632,1.4953,32.5234,31739.0,25921.0,0
634,Blue,Eintracht Spandau,0.4127,4.0,1.0,10.0,1863.873,10.8571,1370.3492,1.9365,36.6349,30450.0,28212.0,1
635,Red,Eintracht Frankfurt,0.0952,0.0,0.0,1.0,967.8413,7.0159,949.873,1.3968,33.8095,28852.0,24603.0,0
636,Blue,EGN Esports,0.4815,3.0,2.0,11.0,2498.8443,9.6308,1444.3018,1.7978,34.7673,33133.0,25903.0,1
637,Red,SAW,0.2247,2.0,0.0,1.0,1762.5682,7.8973,997.496,1.4125,33.5474,30165.0,23644.0,0
638,Blue,Aegis,0.4131,2.0,1.0,7.0,2848.2521,7.6907,1187.6695,1.6208,33.3369,29180.0,24107.0,1
639,Red,Vitality.Bee,0.2225,2.0,0.0,4.0,2060.2119,8.2945,1011.3242,1.1758,33.178,30249.0,25951.0,0
640,Blue,Six Karma,0.9159,1.0,2.0,8.0,3948.9863,9.9335,1278.6458,1.5969,26.8885,30025.0,25443.0,0
641,Red,All Knights,0.681,5.0,1.0,9.0,3063.2407,9.0411,1290.0822,1.8787,29.7065,30121.0,24200.0,1
642,Blue,Six Karma,0.3446,0.0,0.0,2.0,2262.1482,6.6169,897.691,0.9305,26.9156,28886.0,24768.0,0
643,Red,All Knights,0.8616,4.0,1.0,11.0,2464.2389,8.5123,1350.9133,1.413,30.2585,28728.0,23415.0,1
644,Blue,Isurus,0.2048,1.0,0.0,0.0,1353.215,7.0853,855.9727,1.3515,29.529,26254.0,22266.0,0
645,Red,Movistar R7,0.7782,2.0,1.0,10.0,2876.9283,7.6177,1503.2355,1.2287,33.3379,29426.0,28955.0,1
